region,alameda,santa_clara,san_mateo,contra_costa,marin,monterey,sonoma,solano,napa,san_francisco,resource,free,provider_name,provider_addloc,address,city,state,zip,lat,lon,contact,call_in_advance,email,cuisine,instructions,offers,notes,notes_es,web_link,web_link_es,twitter,instagram,facebook,local,status,temp_closed,mon,tues,wed,thr,fri,sat,sun,sp_mon,sp_tues,sp_wed,sp_thr,sp_fri,sp_sat,sp_sun,special_hours,must_preorder,pay_at_pickup,in_store_pickup,catering,curbside_pickup,drive_thru,delivery,farm_pickup,farmers_market,business_closed,discount_medical,meal_student,meal_senior,meal_public,family_meal,free_produce,free_groceries,public,seniors,children,homeless,clients,uninsured,residents,immigrants,low income,women,disabled,health_provider,native_american,ebt_online,ebt_phone,legal_housing,legal_worker_protection,legal_healthcare,legal_immigration,legal_criminal,legal_domviolence,legal_contracts,legal_protester_defense,evict_end_date,week_1,week_2,week_3,week_4,week_5,SNAP,WIC,WIC_only_store,quality_check_complete,updated_by,in_person,telehealth,telelegal,sliding_scale,financial_assistance,accepts_medical,med_testing,med_primary_care,med_pediatrics,med_senior,med_women,med_urgent_care,med_dental,med_vision,med_pharmacy,med_benefit,med_mental_health,med_hotline,med_domestic violence,med_addiction,must_show_id,benefits_enrollment,bob,apply_online,apply_phone,cash_type_grant,cash_type_loan,fast_disbursement,fin_general,fin_grocery,fin_housing,fin_legal,fin_medical,fin_utilities,hotline,eviction,dv_medical,dv_mental_health,dv_housing,dv_legal,dv_crisis,dv_referrals
contra_costa,0,0,0,1,0,0,0,0,0,0,grocery,0,Pacific Coast Farmers' Market Association,Kaiser Walnut Creek CFM,1425 S Main St & Newell Ave,Walnut Creek,CA,94596,37.891579,-122.05889,,0,,,,,Located at: Kaiser Permanente Walnut Creek. ,,https://www.contracosta.ca.gov/7549/Contra-Costa-Certified-Farmers-Markets,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contra_costa,0,0,0,1,0,0,0,0,0,0,grocery,0,Pacific Coast Farmers' Market Association,San Pablo CFM,13609 San Pablo Ave & Willow Rd,San Pablo,CA,94806,37.957385,-122.33842,,0,,,,,Offers market match ($1 for $1) with maximum: $10,,http://www.pcfma.org/,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_francisco,0,0,0,0,0,0,0,0,0,1,grocery,0,Heart of the City Farmers' Market,Heart of the City Farmers Market - Sundays,1 United Nations Plaza & 7th St,San Francisco,CA,94102,37.780627,-122.41292,,0,,,,,Located at: United Nations Plaza - Civic Center. Offers market match ($1 for $1) with maximum: $5,,http://heartofthecity-farmersmar.squarespace.com/,,,,,0,1,0,0,0,0,0,0,0,7:00 - 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_francisco,0,0,0,0,0,0,0,0,0,1,grocery,0,Heart of the City Farmers' Market,Heart of the City Farmers Market - Wednesdays,1 United Nations Plaza & 7th St,San Francisco,CA,94102,37.780124,-122.41412,,0,,,,,Located at: United Nations Plaza - Civic Center. Offers market match ($1 for $1) with maximum: $5,,http://heartofthecity-farmersmar.squarespace.com/,,,,,0,1,0,0,0,7:00 - 17:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_francisco,0,0,0,0,0,0,0,0,0,1,grocery,0,Agricultural Institute of Marin,Clement Street Farmers Market,200 Clement St & 3rd Ave,San Francisco,CA,NA,37.783089,-122.46194,,0,,,,,Offers market match ($1 for $1) with maximum: $10,,http://www.agriculturalinstitute.org/market-map/,,,,,0,1,0,0,9:00 - 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Agricultural Institute of Marin,Grand Lake Farmers Market,746 Grand Ave,Oakland,CA,94610,37.81142,-122.24801,,0,,,,,Located at: Splash Pad Park. Offers market match ($1 for $1) with maximum: $10,,http://www.agriculturalinstitute.org/grand-lake-oakland/,,,,,0,1,0,0,0,0,0,0,9:00 - 14:00,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Agricultural Institute of Marin,Hayward Farmers Market,777 B St & Watkins St,Hayward,CA,94541,37.670839,-122.08579,,0,,,,,Located at: City Hall Plaza. Offers market match ($1 for $1) with maximum: $10,,https://agriculturalinstitute.org/directory/listing-details/hayward-market,,,,,0,1,0,0,0,0,0,0,9:00 - 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Agricultural Institute of Marin,Newark Farmers Market,2086 Newpark Mall,Newark,CA,94560,37.526196,-122.0013,,0,,,,,Located at: NewPark Mall- East Side between JC Penney & Burlington Coat Factory. Offers market match ($1 for $1) with maximum: $10,,https://agriculturalinstitute.org/directory/listing-details/newark-market,,,,,0,1,0,0,0,0,0,0,0,9:00 - 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_francisco,0,0,0,0,0,0,0,0,0,1,grocery,0,Agricultural Institute of Marin,Stonestown Farmers Market,3251 20th Ave & Winston Dr,San Francisco,CA,94132,37.728262,-122.4759,,0,,,,,Located at: Behind Stonestown Galleria Parking lot. Offers market match ($1 for $1) with maximum: $10,,http://www.agriculturalinstitute.org/stonestown/,,,,,0,1,0,0,0,0,0,0,0,9:00 - 13:00,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marin,0,0,0,0,1,0,0,0,0,0,grocery,0,Agricultural Institute of Marin,Sunday Marin Farmers Market,3501 Civic Center Dr & Judge Haley Dr,San Rafael,CA,94903,37.996311,-122.53057,,0,,,,,Located at: Parking lot behind Marin County Civic Center. Offers market match ($1 for $1) with maximum: $10,,http://www.agriculturalinstitute.org/sunday-san-rafael/,,,,,0,1,0,0,0,0,0,0,0,8:00 - 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marin,0,0,0,0,1,0,0,0,0,0,grocery,0,Agricultural Institute of Marin,Thursday Marin Farmers Market,10 Avenue of the Flags,San Rafael,CA,94903,38.002405,-122.53342,,0,,,,,Offers market match ($1 for $1) with maximum: $10,,http://www.agriculturalinstitute.org/thursday-san-rafael/,,,,,0,1,0,0,0,0,8:00 - 13:00,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Phat Beets,Childrens Hospital Farmers Market,747 52nd St & Martin Luther King Jr. Way,Oakland,CA,94609,37.8369,-122.26715,,0,,,,,Located at: Oakland Children's Hospital. Offers market match ($1 for $1) with maximum: $10,,http://www.phatbeetsproduce.org/farmers-markets/north-oakland-children%E2%80%99s-hospital/,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Phat Beets,Omni Commons (Tuesday),4799 Shattock Ave,Oakland,CA,94609,37.83501,-122.26412,,0,,,,,Located at: Omni Commons. Offers market match ($1 for $1) with maximum: $10,,https://phatbeetsproduce.org/beetbox/,,,,,0,1,0,0,14:00 - 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Phat Beets,Omni Commons (Wednesday),4799 Shattock Ave,Oakland,CA,94609,37.83501,-122.26412,,0,,,,,Located at: Omni Commons. Offers market match ($1 for $1) with maximum: $10,,https://phatbeetsproduce.org/beetbox/,,,,,0,1,0,0,0,14:00 - 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Phat Beets,Omni Commons (Saturday),4799 Shattock Ave,Oakland,CA,94609,37.83501,-122.26412,,0,,,,,Located at: Omni Commons. Offers market match ($1 for $1) with maximum: $10,,https://phatbeetsproduce.org/beetbox/,,,,,0,1,0,0,0,0,0,0,13:00 - 17:00,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,CH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Phat Beets,Feel The Beet! Farmers Market,970 Grace Ave & Lowell St,Oakland,CA,NA,37.842686,-122.27804,,0,,,,,Located at: Destiny Arts Center. Offers market match ($1 for $1) with maximum: $10,,http://www.phatbeetsproduce.org/,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Phat Beets,CSA Dimond District,E 20th Street & 17th Ave,Oakland,CA,94606,37.791899,-122.23973,,0,,,,,Offers market match (50% off) with maximum: No Maximum,,https://phatbeetsproduce.org/beetbox/,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Phat Beets,CSA Dover Park,Dover Street & 58th Street,Oakland,CA,94609,37.842387,-122.27029,,0,,,,,Located at: Near Dover Park and Community Garden. Offers market match (50% off) with maximum: No Maximum,,https://phatbeetsproduce.org/beetbox/,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Phat Beets,CSA Childrens Hospital,747 52nd St,Oakland,CA,94609,37.837224,-122.26702,,0,,,,,Offers market match ($1 for $1) with maximum: $10,,http://phatbeetsproduce.org/,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Phat Beets,CSA Destiny Arts [Tuesday],970 Grace Ave & Lowell St,Oakland,CA,94608,37.842835,-122.28023,,0,,,,,Located at: Destiny Arts Center. Offers market match (50% off) with maximum: No Maximum,,https://phatbeetsproduce.org/beetbox/,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo,0,0,1,0,0,0,0,0,0,0,grocery,0,Coastside Farmers' Markets,Coastside Farmers Markets Pacifica,400 Old County Rd & Rockaway Beach Road,Pacifica,CA,94044,37.609174,-122.49568,,0,,,,,Located at: Rockaway Beach. Offers market match ($1 for $1) with maximum: $25,,www.coastsidefarmersmarket.org,,,,,0,1,0,0,0,14:30 - 18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contra_costa,0,0,0,1,0,0,0,0,0,0,grocery,0,Fresh Approach,North Richmond,1443 Filbert St,Richmond,CA,94804,37.954476,-122.3673,,0,,,,,Offers market match ($1 for $1) with maximum: $20,,https://www.freshapproach.org/mobilemarket/,,,,,0,1,0,non-stop mobile market,non-stop mobile market,non-stop mobile market,non-stop mobile market,non-stop mobile market,non-stop mobile market,non-stop mobile market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contra_costa,0,0,0,1,0,0,0,0,0,0,grocery,0,Fresh Approach,"Rubicon Programs, Inc.",101 Broadway,Richmond,CA,94804,37.933011,-122.34621,,0,,,,,Offers market match ($1 for $1) with maximum: $20,,NA,,,,,0,1,0,0,0,10:00 - 13:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa_clara,0,1,0,0,0,0,0,0,0,0,grocery,0,Fresh Approach,Sunnyvale Public Library,665 W Olive Ave,Sunnyvale,CA,94086,37.371658,-122.03907,,0,,,,,Offers market match ($1 for $1) with maximum: $20,,http://www.freshapproach.org,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contra_costa,0,0,0,1,0,0,0,0,0,0,grocery,0,Fresh Approach,Los Medanos College,2700 E Leland Rd,Pittsburg,CA,94565,38.005452,-121.86043,,0,,,,,Offers market match ($1 for $1) with maximum: $20,,http://www.freshapproach.org,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contra_costa,0,0,0,1,0,0,0,0,0,0,grocery,0,Fresh Approach,Nick Rodriguez Center,213 F Street & W 2nd St,Antioch,CA,94509,38.016774,-121.81231,,0,,,,,Offers market match ($1 for $1) with maximum: $20,,https://www.freshapproach.org/mobilemarket/,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contra_costa,0,0,0,1,0,0,0,0,0,0,grocery,0,Fresh Approach,Cal State Lab,850 Marina Pkwy & Meeker Ave,Richmond,CA,94804,37.919737,-122.3458,,0,,,,,Offers market match ($1 for $1) with maximum: $20,,http://www.freshapproach.org,,,,,0,1,0,non-stop mobile market,non-stop mobile market,non-stop mobile market,non-stop mobile market,non-stop mobile market,non-stop mobile market,non-stop mobile market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa_clara,0,1,0,0,0,0,0,0,0,0,grocery,0,Fresh Approach,VHC Sunnyvale,660 S Fair Oaks Ave,Sunnyvale,CA,94086,37.364966,-122.02265,,0,,,,,Offers market match ($1 for $1) with maximum: $20,,http://www.freshapproach.org,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa_clara,0,1,0,0,0,0,0,0,0,0,grocery,0,Fresh Approach,VHC Tully,500 Tully Rd & Corde Terra Circle,San Jose,CA,95111,37.343896,-121.87485,,0,,,,,Offers market match ($1 for $1) with maximum: $20,,http://www.freshapproach.org,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
san_mateo,0,0,1,0,0,0,0,0,0,0,grocery,0,Fresh Approach,East Palo Alto Community Farmers' Market,2555 Pulgas Avenue,East Palo Alto,CA,94303,37.475988,-122.13145,,0,,,,,Located at: At the Bloomhouse. Offers market match ($1 for $1) with maximum: $20,,http://www.freshapproach.org/epa-farmers-market/,,,,,0,1,0,0,0,11:00 - 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa_clara,0,1,0,0,0,0,0,0,0,0,grocery,0,Urban Village Farmers' Markets,Campbell Farmers Market,E Campbell Ave & S 2nd St,Campbell,CA,95008,37.287068,-121.94362,,0,,,,,Offers market match ($1 for $1) with maximum: $10,,http://uvfm.org/campbell-sundays,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Urban Village Farmers' Markets,Castro Valley Farmers Market,21013 Redwood Rd & Norbridge Ave,Castro Valley,CA,94546,37.693537,-122.07479,,0,,,,,Located at: Castro Valley BART station parking lot. Offers market match ($1 for $1) with maximum: $10,,http://www.urbanvillageonline.com/markets/castro-valley/,,,,,0,1,0,0,0,0,0,0,9:00 - 13:00,0,0,0,0,0,0,9:00 - 10:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alameda,1,0,0,0,0,0,0,0,0,0,grocery,0,Urban Village Farmers' Markets,Old Oakland Farmers Market,9th St & Broadway,Oakland,CA,94607,37.799777,-122.277,,0,,,,,Located at: Oakland Historic Downtown. Offers market match ($1 for $1) with maximum: $5,,http://www.urbanvillageonline.com/markets/old-oakland/,,,,,0,1,0,0,0,0,0,8:00 - 14:00,0,0,0,0,0,0,9:00 - 10:00,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
santa_clara,0,1,0,0,0,0,0,0,0,0,grocery,0,Urban Village Farmers' Markets,Sunnyvale Farmers Market,121 W Washington Ave & Murphy Ave,Sunnyvale,CA,94086,37.375999,-122.03042,,0,,,,,Offers market match ($1 for $1) with maximum: $10,,http://www.urbanvillageonline.com/markets/sunnyvale/,,,,,0,1,0,0,0,0,0,0,9:00 - 13:00,0,0,0,0,0,0,9:00 - 10:00,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,0,"SS, IS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
